,0,1
0,0.3890990968157796,5.0
1,0.3706553008400306,7.0
2,0.3009850240358797,4.0
3,0.3026248182357861,5.0
4,0.29059254207601853,2.0
5,0.2838468345960584,3.0
6,0.26995397377920344,4.0
7,0.2747404062316354,4.0
8,0.2691732334238225,7.0
9,0.3001660169891,5.0
10,0.2692916729162673,3.0
11,0.27930790010528433,6.0
12,0.2571679452047185,5.0
13,0.276568154127606,6.0
14,0.2539637709177667,6.0
15,0.26344488832329394,6.0
16,0.27124080911730547,3.0
17,0.2562586882549092,6.0
18,0.2874459044049574,6.0
19,0.2548161502106224,5.0
20,0.26674558887388344,5.0
21,0.22731270603846898,4.0
22,0.2623338055039893,7.0
23,0.272675977628225,3.0
24,0.24127138797018619,6.0
25,0.26129611203243436,4.0
26,0.24150916871089748,3.0
27,0.2998854288026701,6.0
28,0.24515227462762748,5.0
29,0.2527857950187609,2.0
30,0.26389961178835003,4.0
31,0.23942457591279118,6.0
32,0.25073391254067257,3.0
33,0.24347116704790842,5.0
34,0.2580739986428455,5.0
35,0.24630979539215062,5.0
36,0.26980273405976146,8.0
37,0.2498522931000365,3.0
38,0.27658660119243655,4.0
39,0.26237756133838985,6.0
40,0.2467857556336527,8.0
41,0.28834086439773526,3.0
42,0.3057946239566901,8.0
43,0.2402489036692668,6.0
44,0.23714424483242466,5.0
45,0.29688887668964586,8.0
46,0.27296117126874725,6.0
47,0.2672233358531537,4.0
48,0.2839546618740397,3.0
49,0.2369182348406366,4.0
50,0.2386829187735988,7.0
51,0.23041144431964944,3.0
52,0.25298754708402343,7.0
53,0.2605971263174199,3.0
54,0.26969870755556524,8.0
55,0.2602444788569213,5.0
56,0.24349212156722255,5.0
57,0.2617594412853966,6.0
58,0.26156933173849767,4.0
59,0.2266890007504249,7.0
60,0.2526444727118279,5.0
61,0.258715715465006,4.0
62,0.2442035053819228,1.0
63,0.23368202929691845,6.0
64,0.23773515748000246,4.0
65,0.2691495392710117,5.0
66,0.25223520162493385,6.0
67,0.24532911048015515,4.0
68,0.24855735797614348,6.0
69,0.272540289101767,3.0
70,0.26287295177616044,6.0
71,0.24597296392000229,7.0
72,0.24034444882633035,7.0
73,0.2672137892842986,5.0
74,0.23977592643541323,4.0
75,0.2912808536692519,5.0
76,0.2488855670990245,7.0
77,0.25864668399740715,5.0
78,0.2463563972982981,2.0
79,0.2602836855025244,4.0
80,0.2625573698241555,6.0
81,0.24452712591064726,5.0
82,0.2575990893157923,5.0
83,0.2733954021529372,6.0
84,0.26697023643630957,4.0
85,0.2542448703152767,6.0
86,0.26255251175445105,4.0
87,0.28651698849087415,4.0
88,0.24349212156722255,4.0
89,0.24487636405637497,6.0
90,0.23217614047115434,5.0
91,0.3100199878348905,5.0
92,0.2084445431068416,5.0
93,0.24904950946200732,4.0
